idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Model subsetting tool,"This project enhances preliminary code for subsetting large unstructured-grid numerical model outputs on cloud platforms, making forecast data more accessible through widely used open-source Python libraries.",['ioos/gsoc #57'],Intermediate,175 hours,IOOS,https://github.com/ioos/gsoc/blob/main/2024/ideas-list.md,https://summerofcode.withgoogle.com/media/org/ioos/oe7caipkhwnizoyr-360.png,9
Showcase performance of PyTorch Image Models with OpenVINO,"In this task, showcase inference performance on popular DL models from PyTorch Image Models project using OpenVINO. Details on installing OpenVINO, converting models, and benchmarking.","['DL basics', ' ML model optimization']",Easy,175 hours,OpenVINO Toolkit,https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,9
Add OpenVINO support to John Snow Labs Spark NLP,"Add support for OpenVINO in Spark NLP to create and deploy optimized NLP models on Intel hardware. Tasks include exploring OpenVINO for Java solution, benchmarking pre-trained models.","['Java knowledge', ' OpenVINO framework', ' Spark', ' NLP deep learning models']",Medium,350 hours,OpenVINO Toolkit,https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,9
Industrial meter reading with OpenVINO,Develop automatic industrial meter reading solutions using DL models from TensorFlow or PyTorch with GUI support. Enhance meter reading solutions using OpenVINO.,"['Python programming', ' PyTorch/TensorFlow', ' Flask', ' HTML', ' JavaScript']",Medium,350 hours,OpenVINO Toolkit,https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,9
Add ensembling methods for tiling to Anomalib,Add ensemble approach to tiling in Anomalib library for anomaly detection models. Train separate models for tile locations and combine predictions.,"['ML basics', ' Python']",Medium,175 hours,OpenVINO Toolkit,https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,9
Anomaly Segmentation Metrics for anomalib,Propose novel evaluation metrics for anomaly segmentation in computer vision. Develop False Positive Blob Relative Volume metric for anomaly segmentation algorithms.,"['ML basics', ' Python']",Medium,175 hours,OpenVINO Toolkit,https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,9
Autofix for Spectral Linting Errors : VS Code Extension,Enhance the AsyncAPI Preview + Spectral VS Code extension by introducing an autofix feature. This improvement aims to streamline the editing experience by automatically resolving common Spectral linting errors directly within the IDE.,['TypeScript/JavaScript and understanding of Spectral rules'],Easy/Medium,175 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
Script Stability Enhancement for AsyncAPI Website,"Improve the AsyncAPI website's robustness by enhancing script stability in the /scripts/ * directory. This project involves selecting a suitable testing framework for JavaScript and Next.js, integrating it with the website, developing detailed test cases for scripts, and setting up a GitHub Actions CI workflow for automated testing.","['JavaScript', ' Next.js', ' unit testing', ' and CI/CD practices']",Medium/Hard,350 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
Integration Testing Library for Code Generators,"Enhance the Generator tool by introducing a feature or creating a new library to simplify integration testing for code generation templates. This solution facilitates the activation of integration tests, ensuring reliability and robustness with our code generators.","['JavaScript/TypeScript', ' testing libraries', ' Docker', ' virtualization', ' and test automation']",Medium/Hard,175 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
Markdown and MermaidJS Diagrams Preview : VS Code Extension,Upgrade the AsyncAPI Preview VS Code extension to include a feature for visualizing message payloads through Markdown and MermaidJS Class Diagrams. It also incorporates an export feature for the Markdown preview to facilitate its use in external documentation. This enhancement will work with both AsyncAPI schemas and Avro (.avsc) files to offer a dynamic and interactive view of message structures.,"['TypeScript/JavaScript', ' MermaidJS', ' and AsyncAPI schemas']",Easy/Medium,175 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
AsyncAPI Website UI Kit Development,"Create a UI Kit for the AsyncAPI website to ensure brand visual consistency and streamline web development. The project will leverage Tailwind CSS, focusing on component-based class encapsulation to minimize class duplication and promote a modular, easy-to-maintain design system.","['JavaScript', ' React', ' Storybook', ' and TailwindCSS']",Easy/Medium,350 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
Dynamic Open Graph Preview for AsyncAPI Studio,"Improve social sharing for AsyncAPI Studio by implementing a dynamic Open Graph link preview generator. This feature will create context-specific preview images for shared links, incorporating key details like the title, description, and statistics from the shared AsyncAPI document.",['TypeScript/JavaScript and React'],Easy/Medium,175 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
Real-time Collaboration in AsyncAPI Studio,"Upgrade AsyncAPI Studio to support real-time collaborative editing. This enhancement will introduce features for simultaneous document editing, version control, and integrated communication tools, streamlining teamwork on AsyncAPI specifications.","['TypeScript/JavaScript', ' React', ' and WebSocket']",Easy/Medium,175 Hours,AsyncAPI,https://github.com/asyncapi/community/blob/master/mentorship/summerofcode/2024/asyncapi-gsoc-ideas-page.md,https://summerofcode.withgoogle.com/media/org/asyncapi/gmnlfvngjaqxjxio.png,9
2024.md,"Nix cleanup : merge ParsedDerivation into BasicDerivation , improve JSON format","['Nix programming language', ' JSON', ' backward compatibility']",medium,175 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
README.md,"Ideas
Welcome to our Google Summer of Code ideas list ! 
small ( 90 hours ) 
Nix cleanup : merge ParsedDerivation into BasicDerivation , improve JSON format
Nix currently special-cases some environment variables in derivations to convey extra meaning ( ""system features"", ""prefer local build"", etc.) .
We're stuck with this in the .drv A-Term format and builtins.derivation because of backwards compatibility requirements, but that doesn't mean our internal data structures and (currently experimental, i.e. not yet stabilized and immobile) JSON format cannot be improved.
This project would be about doing just that: Fix the internal data structures, and then use that refactor to make the JSON format better.
As a stretch goal, we can then start proposing/prototyping a worthy successor to builtins.derivation that would better support this stuff.
(C.f. the ""structured attrs"" work in Nixpkgs.)
See NixOS/nix #9846
and NixOS/nix #9866.
Possible mentors :

@Ericson2314

nixpkgs library networking functions
Many things in NixOS use the Internet Protocol and other network related technologies, thus a lot of modules and service have to deal with them.
Currently this is mostly done just passing strings as arguments, but it would be a lot more convenient to have things like lib.types.ipv6, lib.types.ipv4 and other functions to for example convert between cidr notation and the bit representation of netmasks.
Some inspiration for functions can be drawn from similar libraries like the python ipaddress lib
This would not just be useful for NixOS itself but also for its users since a lot of folks use it to power network appliances and build infrastructure on top of it.
Skills required/preferred :
Some prior networking knowledge would be useful but is not required. Prior knowledge of the nix programming language is not required, any new-comer wanting to pick this up should easily be able to complete a nix tutorial like a tour of Nix in one or two afternoons and be good to go.
Possible mentors :

@Janik-Haag

Rating :
medium
Prior efforts :
there was some prior efforts in nixpkgs #258250 but it is stuck for a few months now and also only adds function for legacy ip, it's also quite bare bones and we might want some more advanced things like a function to check if a ip matches a given subnet.","['Nix programming language', ' networking', ' Python', ' IP addressing']",medium,175 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
ideas,"First class support for Crystal applications
Currently, our support for applications written in crystal consists of 2 main pieces :

crystal2nix for converting lock files created by the shards tool to nix.
the nixpkgs build infrastructure that supports a range of different means to build crystal applications (incl consuming the outputs of item 1).

The existing support is brittle and unpleasant to read and only supports dependencies fetched via git.
This project would be interesting as it touches several different types of projects :

redesigning the build infrastructure to be easier to hack on (nixpkgs)
implementing the new build infrastructure (nixpkgs)
extending the crystal2nix tool to understand other VCSs (crystal2nix)

Skills preferred :
a. nix and bash for the build infrastructure
b. crystal or ruby for crystal2nix (if you know ruby, you know crystal)
Possible Mentors :

@peterhoeg

Difficulty :
easy
Prior efforts :
We have both working crystal build infrastructure as well as a working crystal2nix, so you will not be starting from scratch.","['Nix programming language', ' Crystal', ' Ruby', ' build infrastructure']",easy,175 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
LICENSE,"Centralized on-failure reporting for failed systemd units
A systemd service supports triggering another unit if it fails through the OnFailure option. In NixOS we have centralized configuration and yet no way to easily opt in to common/shared OnFailure handlers.
With such infrastructure in place, it becomes trivial to have hosts react properly to failure and outages in addition to whatever other monitoring might be in place.
This project consist of a few different items :

mapping out and understanding the various failure modes that running software is exposed to
implementing both the common NixOS infrastructure but also various types of handlers that will react to failures
test infrastructure through NixOS tests for verification

Skills preferred :
a. basic nix for NixOS modules
Possible mentors :

@peterhoeg

Rating :
easy
Prior efforts :
We have boot counting that is one part of the puzzle and with what we would want to integrate the standard failure handlers.","['Nix programming language', ' systemd', ' monitoring']",easy,175 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
README.md,"Nix Internals : Use std::filesystem::path for Path
Nix currently has a bunch of home-grown file system and file path utilities.
However in recent years (C++17) the standard library has gained a new std::filesystem library which has much of the same functionality.
The purpose of this project is to use std::filesystem where possible, with a particular emphasis on using the std::filesystem::path type rather than our own Path (which is just an alias for std::string).
This shrinks Nix (no need to maintain redundant code!) and will also aid in porting Nix to Windows, since an explicit design goal of std::filesystem is to be portable between Unix and Windows.
See NixOS/nix #9205 for details.
Possible mentors :

@Ericson2314

nixpkgs pnpm tooling
pnpm is a package manager that claims to be up to 2x faster than npm and more efficient than npm when it comes to disk space usage, because of this benefits more and more projects are using pnpm.
We have tooling for the npm but it's mostly incompatible, this is leading to hacky workarounds and makes packaging pnpm projects a pain.
If you decide to work on this project you will gain a lot of knowledge about the gears that make nixpkgs turn, namely things like setup hooks and fetcher.
Skills required/preferred :
Having experience with javascript/frontend tooling like nodejs would most certainly be a plus.
Possible mentors :

@Kranzes
@Janik-Haag

Rating :
hard
Prior efforts :
There is a tool called pnpm2nix but it didn't get updates in a few years because of pnpm #1035, this should be a non problem for us if we use a fod fetcher like the nixpkgs npm tooling.","['Nix programming language', ' package management', ' npm', ' JavaScript']",hard,350 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
contributor-guide.md,"outpath cache for faster automation
OfBorg and nixpkgs-update rely on a tool that calculates the output directories for every derivation in the top level of nixpkgs. The tool is run before and after a change to detect how many packages will be affected by the change. It is currently very slow. In fact, it is probably about 80% of the total computation nixpkgs-update does. This project would be to cache information about what kind of edits affect other derivations, or statically determine it in a faster way than calculating the outpath of every derivation. A successful project would speed up OfBorg and/or nixpkgs-update significantly, leading to faster Nixpkgs PR automation and CI velocity.
Skills preferred : Rust (OfBorg) or Haskell (nixpkgs-update)
Possible mentors :

@ryantm

Rating :
medium
Prior efforts :

https://discourse.nixos.org/t/nixtract-0-1-0-extract-graph-data-from-nix-code/34731
https://github.com/NixOS/ofborg/blob/released/ofborg/src/outpaths.nix","['Rust', ' Haskell', ' automation', ' CI']",medium,350 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
mentor-guide.md,"Testing and enhancing Dynamic Derivations
Existing work on an experimental feature known as ""dynamic derivations"", which refers to derivation outputs that can themselves be derivations, lacks the adequate testing to be upstreamed. Moreover, functionality can be added to this feature in order to enable ""lang2nix"" tools to act in a more seamless manner than they do now.
The goal of this project is thus to thoroughly test this feature, in addition to adding new functionalities to it. Such functionalities include but are not limited to :

Methods for converting foreign packages to Nix, such as with graphs for various package managers, we can also create conversion tools for Ninja and Make graphs. This could greatly benefit large builds like Chromium and LLVM.

Additionally, determine a path for upstream tools like CMake, Meson, etc., to integrate with Nix.

We can also explore modifying language-specific package managers to utilize Nix for the actual building process.

Possible mentors :

@DMills27
@tomberek

Rating : Hard
References :

https://github.com/NixOS/rfcs/blob/master/rfcs/0092-plan-dynamism.md
NixOS/rfcs #92
NixOS/nix #6316","['Nix programming language', ' testing', ' package management', ' integration']",hard,350 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
README.md,"Nixpkgs : Build GCC libraries and compiler separately
This project aims to redo the way we build GCC so it is the same as LLVM :
build libraries separately from compiler, let Nixpkgs control the bootstrapping.
Exherbo Linux builds GCC in this way, so there is precedent.
Doing this will enable major simplifications in bootstrapping, cross compiling, cc-wrapper, etc.
These benefits however are fine to leave until after the GSOC project ends.
This is a very advanced project because it requires building a very old convoluted project (GCC) in ways that the upstream project doesn't anticipate.
The ability to be self-motivated, researching obscure error messages that few other people have encountered before, and generally trace issues to their root causes is required.
Being able to read GCC's source code, and potentially create patches (in C, C++, etc.) and upstream them is also a useful skill.
Possible mentors :

@Ericson2314

Rating : Hard
devenv language support improvements
There's a lot of room for improving languages support in devenv project.
The main focus areas are :

add more languages that are commonly used
provide more fine grained support for languages, for example specifying what LSP to use
extending testing infrastructure
write.","['Nix programming language', ' language support', ' testing', ' LSP']",hard,350 hours,NixOS Foundation,https://github.com/NixOS/GSoC/blob/main/ideas/2024.md,https://summerofcode.withgoogle.com/media/org/nixos-foundation/kvnnwp7viwupdsep.png,9
Linux command-line and build systems,Project focusing on Linux command-line and build systems,"['XML parsing', ' Docker (image creation', ' deployment', ' debugging)']",Major,~350 hours (large),Apache Software Foundation,https://s.apache.org/gsoc2024ideas,https://summerofcode.withgoogle.com/media/org/apache-software-foundation/hq22fwtmvdfjnsh9-360.png,18
Machine Learning Guided Ordering of Compiler Optimization Passes,This project aims to improve the existing heuristics or replace them with machine learning-based models for a superior order of optimization passes customized per application. Expected outcomes include a pre-trained model for selecting the most economical optimization pipeline and hooking up the model in LLVM.,"['C/C++', ' compiler experience', ' ML experience']",Medium,175 or 350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,16
Learning Loop Transformation Policies,Continuation of last year's project to replace policy decisions with machine-learned ones for loop unrolling. Expected outcomes include a policy interface for loop unrolling and setting up feature extraction for reinforcement learning training.,"['C/C++', ' compiler experience', ' ML experience']",Medium/Hard,175 or 350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,16
Evaluate and Expand the Module-Level Inliner,Focuses on evaluating alternative traversal orders and clustering inlining decisions. Expected outcomes include proposals for alternative traversal orders and evaluation of inlining effectiveness/frequency of function optimization passes after inlining.,"['C/C++', ' compiler experience']",Medium/Hard,175 or 350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,16
Richer symbol dependency information for LTO,"Improving LLVM's LTO implementation with respect to linker GC to optimize symbol resolution. Expected outcomes include modifications to the C++ LTO interface, LTO usage of new symbol reference information, and modification of LLD for ELF.","['Intermediate C++', ' linker concepts']",Medium/Hard,350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,9
Remove undef: move uninitialized memory to poison,"Focuses on removing the undef value in LLVM by moving all uses to poison. Expected outcomes include devising a consistent semantics for uninitialized memory, upgrading LLVM, implementing changes in LLVM and clang, and benchmarking for regressions or performance improvements.",['Intermediate C++'],Medium/Hard,350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,9
Add API/ABI export annotations to the LLVM build,A project to change the default visibility of library symbols to 'hidden' and add an annotation macro to LLVM. Expected outcomes include implementing the export macro and porting at least one internal target to the new export scheme.,"['Build systems', ' CMake', ' LLVM']",Easy,Medium,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,6
Extend clang AST to provide information for the type as written in template instantiations,A project to preserve type sugar when accessing members of a template specialization in Clang. Expected outcomes include diagnostics preserving type sugar and re-sugaring the type when accessing members of a template specialization.,"['Good knowledge of clang API', ' C++', "" clang's AST""]",Large,,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,3
Implement support for C++17 structured bindings in the Clang Static Analyzer,Enhancing the Static Analyzer to correctly model structured binding and decomposition declarations in C++17. Expected outcomes include structured bindings no longer appearing uninitialized to the Static Analyzer's uninitialized variable checker.,"['Intermediate C++', ' Clang AST', ' static analysis']",Medium/Hard,350 hours,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,9
Improve Clang Diagnostics,"A project to survey and identify possible improvements to Clang diagnostics. Expected outcomes include improving diagnostic aesthetics, covering missing diagnostics, reducing false positive rates, and rewording diagnostics.",['nan'],,,LLVM Compiler Infrastructure,https://llvm.org/OpenProjects.html,https://summerofcode.withgoogle.com/media/org/llvm-compiler-infrastructure/ize6lrlftlvdxtqe-360.png,3
Control Systems subpackage (sympy.physics.control),"A Control Systems subpackage (sympy.physics.control) was added to SymPy in the summer of 2020, by Naman Gera. This was built upon further by Akshansh Bhatt in 2021 and Anurag Bhat in 2023. It would be great to continue its development and make it more accessible to the public. Since the users are mostly students and researchers in the field of Control theory, a set of problems from a textbook can be solved in the documentation, as the development proceeds. https://www.cds.caltech.edu/~murray/amwiki/Second_Edition.html can be used as a reference.","['Python', ' Git']",Intermediate,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Singularity functions for beam solving in mechanical design,"Singularity functions are a popular tool for solving beam bending stress and deflection problems in mechanical design. This is traditionally done by hand calculations and can be very tedious and error-prone. The deliverable would be a unit tested and documented sub-package for SymPy 2D and 3D beams that can solve many beam problems, add in arbitrary cross sections, plotting, be robust, and add any other relevant features.","['Python', ' Git']",Intermediate,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Generalize the Equations of Motion System Output,"Create an ecosystem where mechanical systems can be defined and created in a general way using joints, bodies, forces, torques, etc. Compute the equations of motion based on different methods like LagrangesMethod and KanesMethod for numerical purposes such as simulations and optimizations.","['Python', ' Git']",Advanced,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Implement and Benchmark Equations of Motion Methods,Develop more methods to derive equations of motion and benchmark them for different models to provide users with insights on which model to use for their application. Implementing methods like NetwonEulersMethod or HamiltonsMethod and creating a benchmark suite for performance evaluation.,"['Python', ' Git']",Intermediate,175 or 350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,16
Efficient Equations of Motion Generation,"Improve the speed and simplification of equation of motion generation algorithms in SymPy. Clean up the code base, profile to find slow functions, and optimize trigonometric simplification and other relevant function calls to speed up the EoM generation.","['Python', ' Git']",Beginner,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Implement Specific Forces and Torques,"Develop a set of typical and common forces and torques for mechanical systems. Examples include linear and nonlinear springs and dampers, contact force models, musculotendon models, actuator forces, and aerodynamic forces. Create symbolic mathematical descriptions of the force and torque models.","['Python', ' Git']",Beginner to intermediate,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Constructing Systems From Bodies and Joints,"Construct multibody systems by specifying descriptions of rigid bodies and the joints and constraints that connect them. Enhance joint definition, add new joints, and develop examples of using the joints framework. Implement quaternion rotations and mobilizer joints for complex motions.","['Python', ' Git']",Advanced,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Implement an O(N) Equations of Motion Method,"Implement a symbolic O(N) method for forming equations of motion for complex multibody systems with evaluation time of O(N) instead of O(N^3). Implement 6D vectors, spatial operators, and recursive methods for significant speed boost in numerical evaluation.","['Python', ' Git']",Extremely Advanced,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Enhancing the flexibility of MatchPy,"Enhance MatchPy by restructuring its node type identification, iteration criteria, and wildcard definitions. Replace type checks with custom node identification and iteration rules for greater flexibility in working with various expression tree structures. Explore the possibility of a Rust implementation of MatchPy for speed and efficiency enhancements.","['Python', ' MatchPy']",Advanced,350 hours,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,9
Code Generation,"Enhance the code generation system in SymPy by adding support for more AST nodes, parallel code generation using OpenMP directives, and matrix operations. Extend printers to support new AST nodes and improve support for working with matrices directly.","['Python', ' Git']",Advanced,Varies,SymPy,https://github.com/sympy/sympy/wiki/GSoC-Ideas,https://summerofcode.withgoogle.com/media/org/sympy/iz2tcxocrknp1sm0-360.png,6
Enhanced Swift Macros,"The initiative will showcase the use of different types of Swift Macros with practical diagnostics, unit tests, and detailed documentation. It will also include the creation of DocC tutorials for impactful Macros, providing an educational resource for the Swift community. Aim is to highlight the power and flexibility of Swift Macros and share best practices for diagnostics, error handling, and testing. Project promises to elevate the knowledge and utility of Swift Macros, fostering innovation and excellence within the ecosystem.","['Basic proficiency in Swift', ' willingness to read C++ for inspiration', ' interest in parsers and compilers']",Intermediate,175 hours,Swift,https://www.swift.org/gsoc2024/,https://summerofcode.withgoogle.com/media/org/swift/moutmu5fv3rozvrz-360.png,9
Lexical Scopes for swift-syntax,"Project involves implementing lexical scopes as part of swift-syntax, with APIs to answer questions related to scopes in Swift code. Expected outcomes include introducing a new library for the swift-syntax package with APIs for name and scope lookup, with tests for various corner cases in Swift.","['Proficiency in Swift', ' knowledge of C++ is advantageous']",Intermediate,175 hours,Swift,https://www.swift.org/gsoc2024/,https://summerofcode.withgoogle.com/media/org/swift/moutmu5fv3rozvrz-360.png,9
Code Completion for Keywords using swift-syntax,"Project aims to perform code completion of keywords and punctuation in Swift code using swift-syntax tree. The goal is to determine contextual filters for keyword completion and connect the implementation with sourcekitd to provide results to Xcode, SourceKit-LSP.","['Proficiency in Swift', ' knowledge of C++ is advantageous']",Intermediate,175 hours,Swift,https://www.swift.org/gsoc2024/,https://summerofcode.withgoogle.com/media/org/swift/moutmu5fv3rozvrz-360.png,9
Expansion of Swift Macros in Visual Studio Code,"Project involves expanding Swift Macros in Visual Studio Code. Skills required include proficiency in Swift, TypeScript, JavaScript, and experience in writing Visual Studio Code extensions.",['Intermediate'],175 hours,,Swift,https://www.swift.org/gsoc2024/,https://summerofcode.withgoogle.com/media/org/swift/moutmu5fv3rozvrz-360.png,3
Documentation and Communication,"Excellent documentation skills for creating clear and comprehensive user manuals and technical guides. Effective communication skills for collaborating with team members and interacting with the open-source community. Desirable Additional Qualifications Contributions to Open Source: Previous contributions to open-source projects, especially in related domains, are highly desirable. Research Experience: Experience in research, particularly in areas related to machine learning, image segmentation, or medical imaging. Source Code: New Project Discussion Forum: https://github.com/NISYSLAB/Emory-BMI-GSoC/discussions Effort: 350 Hours Difficulty Level: Hard","['Python', ' DICOM', ' basic human anatomy', ' machine learning libraries']",Hard,350 Hours,"Department of Biomedical Informatics, Emory University",https://github.com/NISYSLAB/Emory-BMI-GSoC,https://summerofcode.withgoogle.com/media/org/department-of-biomedical-informatics-emory-university/l9jrm7pdhwnkxh3b-360.png,9
